,id,salaryusd,primarydatabase,yearswiththisdatabase,employmentstatus,jobtitle,managestaff,yearswiththistypeofjob,otherpeopleonyourteam,education,educationiscomputerrelated,certifications,hoursworkedperweek,telecommutedaysperweek,employmentsector,region,averagesalaryusdbins
6444,6488,64000,Microsoft SQL Server,10,Full time employee,Developer,No,6,None,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Government,Australia,USD65000
6452,6496,64000,Microsoft SQL Server,10,Full time employee,DBA,No,6,5,Bachelors (4 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",Government,Australia,USD65000
6457,6502,62000,Microsoft SQL Server,12,Full time employee,Analyst,No,5,None,Masters,No,"No, I never have",43,"None, or less than 1 day per week",Private business,Australia,USD65000
6462,6507,69000,Amazon RDS (any flavor),6,Full time employee,Developer,Yes,18,None,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,Australia,USD65000
6463,6508,64000,Microsoft SQL Server,10,Independent Consultant/Freelancer,Developer,Yes,2,None,Bachelors (4 years),No,"No, I never have",45,1,Private business,Australia,USD65000
6470,6515,68000,Microsoft SQL Server,8,Full time employee,DBA,No,6,None,None (no degree completed),,"No, I never have",50,1,Private business,Australia,USD65000
6485,6530,63000,Microsoft SQL Server,10,Independent Consultant/Freelancer,Architect,Yes,5,None,Masters,Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,Eastern Europe,USD65000
6486,6531,66000,Microsoft SQL Server,20,Independent Consultant/Freelancer,Developer,No,4,More than 5,Masters,No,"Yes, and they're currently valid",40,5 or more,Private business,Eastern Europe,USD65000
6505,6550,65000,Oracle,13,Full time employee,Developer,No,8,1,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Private business,Western Europe,USD65000
6513,6558,61400,Microsoft SQL Server,7,Full time employee,DBA,No,4,None,Bachelors (4 years),No,"No, I never have",40,2,Private business,Western Europe,USD65000
6515,6560,70000,Microsoft SQL Server,6,Full time employee,Developer,No,4,None,Masters,No,"No, I never have",50,"None, or less than 1 day per week",Private business,Western Europe,USD65000
6516,6561,64000,Microsoft SQL Server,10,Full time employee,DBA,Yes,10,1,Bachelors (4 years),No,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Private business,Western Europe,USD65000
6517,6562,65723,Microsoft SQL Server,8,Full time employee,Developer,No,5,None,Bachelors (4 years),No,"No, I never have",39,"None, or less than 1 day per week",Private business,Western Europe,USD65000
6522,6567,70000,Microsoft SQL Server,15,Full time employee,DBA,No,3,4,Bachelors (4 years),,"No, I never have",50,"None, or less than 1 day per week",Private business,Western Europe,USD65000
6527,6572,63000,Microsoft SQL Server,7,Full time employee,Developer,Yes,7,None,Doctorate/PhD,No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,Western Europe,USD65000
6528,6573,68000,Microsoft SQL Server,10,Full time employee,DBA,No,3,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Private business,Western Europe,USD65000
6549,6594,66000,Microsoft SQL Server,7,Full time employee,Developer,No,1,4,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,Asia,USD65000
6553,6598,68000,Microsoft SQL Server,7,Full time employee,Developer,No,7,More than 5,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,Western Europe,USD65000
6575,6620,65000,Microsoft SQL Server,6,Full time employee,DBA,Yes,2,2,Bachelors (4 years),No,"Yes, and they're currently valid",8,"None, or less than 1 day per week",Government,Middle East,USD65000
6576,6621,65000,Microsoft SQL Server,7,Full time employee,DBA,Yes,3,5,Bachelors (4 years),Yes,"No, I never have",50,1,Private business,Middle East,USD65000
6577,6622,65000,Microsoft SQL Server,8,Full time employee,DBA,No,4,4,Bachelors (4 years),Yes,"No, I never have",65,2,Government,Middle East,USD65000
6583,6628,61475,Microsoft SQL Server,9,Full time employee,DBA,No,9,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,Western Europe,USD65000
6584,6629,61000,Microsoft SQL Server,12,Full time employee,DBA,No,12,2,Bachelors (4 years),No,"No, I never have",45,5 or more,Private business,Western Europe,USD65000
6586,6631,64000,Microsoft SQL Server,10,Full time employee,DBA,No,1,None,Bachelors (4 years),Yes,"Yes, but they expired",36,"None, or less than 1 day per week",Private business,Western Europe,USD65000
6598,6644,62100,Microsoft SQL Server,11,Independent Consultant/Freelancer,DBA,Yes,9,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,5 or more,Private business,Western Europe,USD65000
6609,6655,67600,Microsoft SQL Server,7,Full time employee,Analyst,No,10,2,Associates (2 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Private business,Asia,USD65000
6618,6664,61206,Oracle,3,Full time employee,Developer,No,3,More than 5,Bachelors (4 years),Yes,"No, I never have",45,2,Government,Middle East,USD65000
6619,6665,60332,Microsoft SQL Server,15,Full time employee,DBA,No,5,3,Masters,No,"No, I never have",40,1,Government,Middle East,USD65000
6623,6669,70000,SAP,5,Full time employee,DBA,Yes,6,None,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,Middle East,USD65000
6632,6678,63000,Microsoft SQL Server,15,Independent Consultant/Freelancer,Architect,No,3,More than 5,Masters,No,"Yes, and they're currently valid",40,5 or more,Private business,Middle East,USD65000
6640,6686,63000,Microsoft SQL Server,18,Full time employee,Architect,No,18,None,None (no degree completed),,"Yes, but they expired",45,"None, or less than 1 day per week",Private business,Western Europe,USD65000
6,6,78000,Azure SQL DB,5,Full time employee,DBA,No,10,None,Associates (2 years),Yes,"Yes, but they expired",60,"None, or less than 1 day per week",Private business,North America,USD75000
11,11,80000,Microsoft SQL Server,3,Full time employee,DBA,No,3,1,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Private business,North America,USD75000
24,24,77600,Microsoft SQL Server,2,Full time employee,Developer,No,3,None,Masters,Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,North America,USD75000
42,42,70760,Microsoft SQL Server,5,Full time employee,Analyst,No,3,1,Masters,No,"Yes, but they expired",40,2,Private business,North America,USD75000
48,48,78000,Microsoft SQL Server,5,Full time employee,DBA,No,5,3,Bachelors (4 years),Yes,"No, I never have",42,"None, or less than 1 day per week",Private business,North America,USD75000
51,51,72000,Microsoft SQL Server,7,Full time employee,DBA,No,10,1,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Private business,North America,USD75000
68,69,78000,Microsoft SQL Server,4,Full time employee,DBA,No,1,None,Masters,Yes,"No, I never have",45,5 or more,Government,North America,USD75000
72,73,72000,Microsoft SQL Server,5,Full time employee,DBA,No,3,None,Masters,Yes,"No, I never have",45,"None, or less than 1 day per week",Government,North America,USD75000
75,76,72000,Microsoft SQL Server,3,Full time employee,DBA,No,1,5,Bachelors (4 years),Yes,"No, I never have",50,"None, or less than 1 day per week",Private business,North America,USD75000
97,99,80000,Microsoft SQL Server,6,Full time employee,DBA,No,4,None,Associates (2 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,North America,USD75000
111,113,75000,Microsoft SQL Server,4,Full time employee,DBA,No,1,None,Bachelors (4 years),Yes,"Yes, but they expired",36,"None, or less than 1 day per week",Private business,North America,USD75000
139,141,80000,Microsoft SQL Server,10,Full time employee,DBA,No,7,None,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Government,North America,USD75000
148,150,80000,Microsoft SQL Server,6,Full time employee,DBA,No,2,2,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,North America,USD75000
211,215,73000,Microsoft SQL Server,15,Full time employee,Developer,No,15,2,Bachelors (4 years),No,"No, I never have",50,1,Private business,North America,USD75000
223,227,71594,Microsoft SQL Server,8,Full time employee,DBA,No,4,None,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Government,North America,USD75000
225,229,70400,Microsoft SQL Server,5,Full time employee,DBA,No,1,4,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,North America,USD75000
242,246,80000,Microsoft SQL Server,8,Full time employee,DBA,No,6,None,None (no degree completed),,"Yes, and they're currently valid",42,"None, or less than 1 day per week",Private business,North America,USD75000
266,270,76000,Microsoft SQL Server,5,Full time employee,DBA,Yes,5,1,Associates (2 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Government,North America,USD75000
272,276,80000,Microsoft SQL Server,25,Full time employee,DBA,No,10,1,None (no degree completed),,"Yes, but they expired",45,"None, or less than 1 day per week",Government,North America,USD75000
304,308,77000,Microsoft SQL Server,3,Full time employee,DBA,No,1,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,1,Private business,North America,USD75000
309,313,73000,Microsoft SQL Server,3,Full time employee,DBA,No,3,None,Associates (2 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,North America,USD75000
322,326,77000,Microsoft SQL Server,4,Full time employee,DBA,No,4,More than 5,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,North America,USD75000
329,333,75000,Microsoft SQL Server,3,Full time employee,DBA,No,1,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Private business,North America,USD75000
337,341,75000,Microsoft SQL Server,8,Full time employee,DBA,No,8,1,Masters,Yes,"No, I never have",42,"None, or less than 1 day per week",Private business,North America,USD75000
354,358,75000,Microsoft SQL Server,5,Full time employee,DBA,No,5,None,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Private business,North America,USD75000
376,380,74000,Microsoft SQL Server,12,Full time employee,DBA,No,3,None,None (no degree completed),,"Yes, but they expired",45,1,Private business,North America,USD75000
379,383,78000,Microsoft SQL Server,4,Full time employee,DBA,No,4,None,None (no degree completed),,"No, I never have",40,5 or more,Private business,North America,USD75000
425,429,72000,Microsoft SQL Server,6,Full time employee,Analyst,No,2,None,Bachelors (4 years),No,"No, I never have",45,4,Private business,North America,USD75000
431,435,77850,Microsoft SQL Server,5,Full time employee,Architect,No,2,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Government,North America,USD75000
468,472,76800,Microsoft SQL Server,4,Full time employee,DBA,No,4,3,Associates (2 years),Yes,"No, I never have",50,"None, or less than 1 day per week",Private business,North America,USD75000
470,474,78000,Microsoft SQL Server,10,Full time employee,Engineer,No,8,4,None (no degree completed),,"No, I never have",46,1,Private business,North America,USD75000
481,486,75000,Microsoft SQL Server,15,Full time employee,DBA,No,2,2,Masters,Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Government,North America,USD75000
483,488,80000,Microsoft SQL Server,5,Full time employee,Analyst,No,3,1,None (no degree completed),,"No, I never have",40,"None, or less than 1 day per week",Private business,North America,USD75000
509,514,80000,Microsoft SQL Server,10,Full time employee,Developer,No,3,3,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Government,North America,USD75000
511,516,73000,Microsoft SQL Server,5,Full time employee,Engineer,No,5,More than 5,Bachelors (4 years),Yes,"Yes, but they expired",40,1,Private business,North America,USD75000
559,564,78852,Microsoft SQL Server,20,Full time employee,DBA,No,3,None,Bachelors (4 years),Yes,"No, I never have",40,1,Private business,North America,USD75000
561,566,76000,Microsoft SQL Server,12,Full time employee,Developer,No,4,3,None (no degree completed),,"Yes, but they expired",42,"None, or less than 1 day per week",Private business,North America,USD75000
574,579,72000,Microsoft SQL Server,7,Full time employee,Developer,No,1,2,Bachelors (4 years),Yes,"No, I never have",45,5 or more,Private business,North America,USD75000
589,594,72000,Microsoft SQL Server,3,Full time employee,Developer,No,3,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,North America,USD75000
599,604,73000,Microsoft SQL Server,10,Full time employee,Analyst,No,29,2,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Government,North America,USD75000
600,605,77250,Microsoft SQL Server,17,Full time employee,Developer,No,20,More than 5,None (no degree completed),No,"No, I never have",40,"None, or less than 1 day per week",Private business,North America,USD75000
601,606,73745,Microsoft SQL Server,20,Full time employee,DBA,No,23,2,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Government,North America,USD75000
604,609,76000,Microsoft SQL Server,8,Full time employee,Developer,No,11,1,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,North America,USD75000
615,620,75000,Microsoft SQL Server,17,Full time employee,Developer,No,15,3,Bachelors (4 years),Yes,"Yes, but they expired",45,"None, or less than 1 day per week",Private business,North America,USD75000
651,656,75000,Microsoft SQL Server,10,Full time employee,DBA,Yes,10,2,Associates (2 years),No,"Yes, but they expired",55,"None, or less than 1 day per week",Private business,North America,USD75000
