,age,gender,country,education,title,size,data_prof_size,mach_learn_presence,salary,udacity,coursera,edx,datacamp,dataquest,kaggle,fastai,udemy,linkedin,university,plat_none,plat_other,prime_tool,length_coding,jupyter,rstudio,pycharm,atom,matlab,vsc,spyder,vim_emacs,notepad++,sublime,env_none,env_other,python,r,sql,c,c++,java,javascript,typescript,bash,lan_matlab,lan_none,lan_other,total_lang,first_program,ggplot,matplotlib,altair,shiny,d3,plotly,bokeh,seaborn,geoplotlib,leaflet,vis_none,vis_other,total_viz,years_mach_learn,regression,tree_forest,gradient_boost,bayesian,evolutionary,dnn,cnn,gan,rnn,bert,mach_none,mach_other,total_ml,scikit,tensor_flow,keras,random_forest,xgboost,pytorch,caret,lightgbm,sparkmlib,fastai_2,frame_none,frame_other,gcp,aws,azure,ibm_cloud,alibaba_cloud,salesforce_cloud,oracle_cloud,sap_cloud,vmware_cloud,redhat_cloud,cloud_none,cloud_other,mysql,postgres,sql_lite,sqlserver,oracle,micro_acess,aws_data,aws_dynamo,azure_sql,google_sql,database_none,database_other,total_db
4979,52,Female,United States of America,Master’s degree,Product/Project Manager,small,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)",64999.5,0,1,0,1,0,1,0,1,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3-5 years,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4981,37,Male,United States of America,Doctoral degree,Data Scientist,small,2-Jan,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,0,0,0,0,0,0,0,0,0,0,1,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,5,R,1,0,0,1,1,0,0,0,0,0,0,0,3,1,1,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,4
4983,37,Male,United States of America,Master’s degree,Software Engineer,small,0,No (we do not use ML methods),137499.5,0,0,0,0,0,0,0,0,0,0,0,1,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,6,Javascript,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3
4984,23,Male,United States of America,Bachelor’s degree,Other,small,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)",94999.5,0,1,0,0,0,1,1,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,1,1,1,0,1,0,0,5,1,1,1,1,0,0,1,1,0,0,0,0,0,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4985,37,Male,United States of America,Bachelor’s degree,Business Analyst,small,2-Jan,No (we do not use ML methods),54999.5,0,1,0,0,0,1,1,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4986,27,Male,United States of America,Master’s degree,Research Scientist,small,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)",22499.5,0,1,0,0,0,0,0,0,0,1,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",3-5 years,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4988,47,Male,United States of America,Master’s degree,Data Analyst,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",137499.5,0,0,0,1,0,0,0,0,0,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",1-2 years,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,R,1,1,0,0,0,1,1,1,0,0,0,0,5,1,1,1,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5000,27,Male,United States of America,Master’s degree,Data Scientist,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,0,1,0,0,0,0,0,0,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,SQL,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,0,1,0,0,1,0,0,0,6,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
5035,32,Male,United States of America,Master’s degree,Data Scientist,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",112499.5,0,1,0,1,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,R,1,1,0,1,1,0,0,1,0,0,0,0,5,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5038,57,Male,United States of America,Bachelor’s degree,Data Analyst,small,2-Jan,We are exploring ML methods (and may one day put a model into production),54999.5,0,0,0,0,0,0,0,0,0,0,1,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",20+ years,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,SQL,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3
5067,27,Male,United States of America,Master’s degree,Data Analyst,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",84999.5,0,1,1,0,0,1,1,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,5,Python,1,1,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,0,0,1,0,1,0,0,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,4
5070,23,Female,United States of America,Master’s degree,Data Scientist,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",34999.5,0,1,0,1,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,Python,0,1,0,1,0,1,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5078,23,Female,United States of America,Bachelor’s degree,Data Analyst,small,4-Mar,"We have well established ML methods (i.e., models in production for more than 2 years)",84999.5,0,0,0,0,0,0,0,0,0,0,1,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,R,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5083,32,Female,United States of America,Master’s degree,Data Scientist,medium,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",94999.5,0,1,0,0,0,0,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1-2 years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5089,23,Male,United States of America,Doctoral degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",17499.5,0,0,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,6,Other,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,1,1,1,0,0,0,0,6,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5096,52,Male,United States of America,Doctoral degree,Other,small,2-Jan,We are exploring ML methods (and may one day put a model into production),74999.5,0,1,0,0,0,1,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",20+ years,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,5,Python,1,1,0,0,0,0,0,1,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3
5111,37,Female,United States of America,Master’s degree,Data Analyst,small,4-Mar,We are exploring ML methods (and may one day put a model into production),74999.5,0,1,0,1,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,Python,1,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,32,Female,United States of America,Doctoral degree,Data Analyst,small,2-Jan,We use ML methods for generating insights (but do not put working models into production),27499.5,0,1,0,1,0,0,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,R,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3
5122,32,Male,United States of America,Master’s degree,Data Scientist,small,20+,We are exploring ML methods (and may one day put a model into production),137499.5,0,0,0,1,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,Python,1,1,0,1,0,1,1,1,1,1,0,0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127,27,Male,United States of America,Master’s degree,Software Engineer,large,20+,We are exploring ML methods (and may one day put a model into production),112499.5,0,1,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,5,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,1,1,0,1,0,0,0,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5139,32,Male,United States of America,Doctoral degree,Other,small,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,0,1,0,0,0,0,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",10-20 years,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5142,32,Male,United States of America,Master’s degree,Software Engineer,small,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,1,1,0,0,0,0,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,Python,0,1,1,0,1,0,0,0,0,0,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5146,32,Male,United States of America,Master’s degree,Data Scientist,medium,4-Mar,"We have well established ML methods (i.e., models in production for more than 2 years)",84999.5,0,1,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,Python,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,23,Male,United States of America,Master’s degree,Research Scientist,small,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)",34999.5,1,1,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5157,64.5,Male,United States of America,Doctoral degree,Other,small,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)",94999.5,0,1,0,0,0,0,0,0,0,0,0,0,"Advanced statistical software (SPSS, SAS, etc.)",I have never written code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158,32,Male,United States of America,Master’s degree,Data Scientist,large,0,"We have well established ML methods (i.e., models in production for more than 2 years)",112499.5,0,1,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,4,C++,1,1,0,0,1,1,1,0,0,1,0,0,6,1,1,1,1,1,0,1,1,0,0,0,0,0,6,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,37,Female,United States of America,Master’s degree,Data Scientist,small,2-Jan,No (we do not use ML methods),137499.5,0,1,1,0,0,0,0,1,1,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",10-20 years,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,Python,0,1,0,0,0,1,0,1,0,1,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5166,32,Female,United States of America,Master’s degree,Data Analyst,medium,20+,No (we do not use ML methods),54999.5,0,0,0,0,0,0,0,0,1,1,0,0,"Advanced statistical software (SPSS, SAS, etc.)",1-2 years,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SQL,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5174,52,Male,United States of America,Doctoral degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",224999.5,0,1,0,0,0,0,0,0,0,0,0,0,Other,20+ years,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5175,32,Female,United States of America,Master’s degree,Data Analyst,small,4-Mar,We use ML methods for generating insights (but do not put working models into production),84999.5,0,1,1,1,0,0,0,1,0,0,0,0,Other,1-2 years,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,SQL,1,1,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5176,27,Male,United States of America,Master’s degree,Data Scientist,small,2-Jan,"We have well established ML methods (i.e., models in production for more than 2 years)",112499.5,0,1,0,0,0,0,1,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,4,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5177,37,Male,United States of America,Master’s degree,Business Analyst,large,20+,No (we do not use ML methods),84999.5,0,0,0,0,0,0,0,1,0,1,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Other,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2
5179,37,Male,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,small,2-Jan,We are exploring ML methods (and may one day put a model into production),2499.5,0,1,0,0,0,0,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,Python,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3
5184,37,Male,United States of America,Master’s degree,Data Scientist,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",137499.5,1,1,1,1,0,0,0,0,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,Python,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1,4,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5188,32,Male,United States of America,Doctoral degree,Data Scientist,medium,4-Mar,We use ML methods for generating insights (but do not put working models into production),137499.5,0,1,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5189,27,Male,United States of America,Bachelor’s degree,Other,small,4-Mar,We use ML methods for generating insights (but do not put working models into production),64999.5,1,0,1,0,0,1,1,0,0,0,0,0,"Advanced statistical software (SPSS, SAS, etc.)",3-5 years,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,4,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5191,37,Male,United States of America,Doctoral degree,Data Scientist,large,20+,We are exploring ML methods (and may one day put a model into production),112499.5,0,1,0,1,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5198,42,Male,United States of America,Doctoral degree,Other,large,4-Mar,No (we do not use ML methods),137499.5,0,0,0,0,0,0,0,0,0,0,0,1,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",10-20 years,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,6,C,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3
5205,32,Male,United States of America,Master’s degree,Data Scientist,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",224999.5,0,0,0,0,0,0,0,0,0,0,1,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,R,1,0,0,1,1,1,0,0,0,1,0,0,5,1,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5214,27,Male,United States of America,Master’s degree,Data Scientist,small,2-Jan,"We have well established ML methods (i.e., models in production for more than 2 years)",112499.5,1,1,0,0,0,0,1,0,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,1,1,0,0,0,0,0,1,0,0,0,0,3,1,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5224,57,Female,United States of America,Master’s degree,Business Analyst,small,2-Jan,We use ML methods for generating insights (but do not put working models into production),274999.5,0,1,1,0,0,0,1,1,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",10-20 years,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,4,R,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3
5229,32,Male,United States of America,Master’s degree,Data Analyst,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",94999.5,1,1,1,1,1,1,1,0,1,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",1-2 years,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5243,42,Male,United States of America,Master’s degree,Product/Project Manager,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",174999.5,0,0,0,1,0,0,1,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,R,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
5244,27,Male,United States of America,Doctoral degree,Research Scientist,small,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)",112499.5,1,1,0,0,0,0,0,0,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",1-2 years,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,5,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5246,52,Male,United States of America,Master’s degree,Data Scientist,small,4-Mar,We are exploring ML methods (and may one day put a model into production),94999.5,0,1,1,1,0,1,0,1,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,Python,1,1,0,0,0,0,0,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
