,Unnamed: 0,age,gender,country,education,title,size,data_prof_size,mach_learn_presence,salary,udacity,coursera,edx,datacamp,dataquest,kaggle,fastai,udemy,linkedin,university,plat_none,plat_other,prime_tool,length_coding,jupyter,rstudio,pycharm,atom,matlab,vsc,spyder,vim_emacs,notepad++,sublime,env_none,env_other,python,r,sql,c,c++,java,javascript,typescript,bash,lan_matlab,lan_none,lan_other,first_program,ggplot,matplotlib,altair,shiny,d3,plotly,bokeh,seaborn,geoplotlib,leaflet,vis_none,vis_other,years_mach_learn,regression,tree_forest,gradient_boost,bayesian,evolutionary,dnn,cnn,gan,rnn,bert,mach_none,mach_other,scikit,tensor_flow,keras,random_forest,xgboost,pytorch,caret,lightgbm,sparkmlib,fastai_2,frame_none,frame_other,gcp,aws,azure,ibm_cloud,alibaba_cloud,salesforce_cloud,oracle_cloud,sap_cloud,vmware_cloud,redhat_cloud,cloud_none,cloud_other,mysql,postgres,sql_lite,sqlserver,oracle,micro_acess,aws_data,aws_dynamo,azure_sql,google_sql,database_none,database_other
1650,1650,47.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Data Scientist,small,2-Jan,We are exploring ML methods (and may one day put a model into production),400000.0,1,1,1,0,0,0,0,1,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,R,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0
1652,1652,27.0,Male,United States of America,Master’s degree,Data Analyst,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",84999.5,0,1,0,0,0,1,0,0,0,0,0,0,"Advanced statistical software (SPSS, SAS, etc.)",3-5 years,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
1655,1655,23.0,Male,United States of America,Master’s degree,Data Analyst,small,2-Jan,We are exploring ML methods (and may one day put a model into production),54999.5,0,1,1,1,0,1,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,1656,23.0,Female,United States of America,Master’s degree,Research Scientist,small,14-Oct,We use ML methods for generating insights (but do not put working models into production),34999.5,0,1,0,0,0,0,0,0,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3-5 years,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Python,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1658,1658,42.0,Prefer not to say,United States of America,Master’s degree,Software Engineer,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",400000.0,0,1,0,0,0,0,1,0,0,0,0,1,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1660,1660,47.0,Male,United States of America,Master’s degree,Data Scientist,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",112499.5,0,1,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,R,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1664,1664,32.0,Male,United States of America,Doctoral degree,Data Scientist,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",174999.5,0,0,0,0,0,0,0,0,0,1,0,0,Other,5-10 years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Python,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1669,1669,32.0,Male,United States of America,Doctoral degree,Data Scientist,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,0,1,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,1676,27.0,Male,United States of America,Master’s degree,Data Scientist,small,15-19,"We have well established ML methods (i.e., models in production for more than 2 years)",224999.5,0,0,0,1,0,1,0,0,1,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,SQL,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1679,1679,27.0,Female,United States of America,Master’s degree,Data Scientist,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",224999.5,0,1,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Python,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1680,1680,27.0,Male,United States of America,Master’s degree,Data Scientist,medium,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)",84999.5,0,1,0,0,0,0,1,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,Python,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1683,1683,64.5,Male,United States of America,Master’s degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,1,1,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",20+ years,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,R,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1688,1688,32.0,Female,United States of America,Master’s degree,Data Engineer,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,1,1,1,0,0,1,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1689,1689,27.0,Female,United States of America,Bachelor’s degree,Data Scientist,small,20+,We use ML methods for generating insights (but do not put working models into production),174999.5,0,1,1,0,0,0,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,Python,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1690,1690,42.0,Male,United States of America,Bachelor’s degree,Software Engineer,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",274999.5,0,1,0,0,0,0,0,0,0,1,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",10-20 years,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1695,1695,42.0,Male,United States of America,Doctoral degree,Data Scientist,small,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,1,0,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,1697,42.0,Male,United States of America,Master’s degree,Other,small,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)",400000.0,0,1,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",20+ years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1704,1704,37.0,Male,United States of America,Master’s degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,0,1,0,0,0,0,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,Python,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1707,1707,47.0,Male,United States of America,Bachelor’s degree,Product/Project Manager,small,0,No (we do not use ML methods),112499.5,0,0,0,0,0,0,0,0,0,0,1,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",I have never written code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,1708,27.0,Female,United States of America,Master’s degree,Software Engineer,large,0,No (we do not use ML methods),137499.5,0,1,0,0,0,0,0,1,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1710,1710,32.0,Female,United States of America,Master’s degree,Data Analyst,small,0,No (we do not use ML methods),112499.5,0,1,0,1,0,0,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1-2 years,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,1714,32.0,Male,United States of America,Bachelor’s degree,Software Engineer,medium,15-19,No (we do not use ML methods),54999.5,0,0,0,1,0,0,1,1,0,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",1-2 years,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Python,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1716,1716,37.0,Male,United States of America,Master’s degree,Research Scientist,medium,4-Mar,No (we do not use ML methods),54999.5,0,0,0,1,0,1,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,1724,32.0,Male,United States of America,Master’s degree,Data Scientist,small,2-Jan,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,0,1,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,Python,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1725,1725,64.5,Female,United States of America,Master’s degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",224999.5,0,0,0,0,0,0,0,0,0,0,1,0,"Local development environments (RStudio, JupyterLab, etc.)",20+ years,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1732,1732,42.0,Male,United States of America,Master’s degree,Other,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",224999.5,1,1,0,0,0,1,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,Python,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1736,1736,42.0,Male,United States of America,Master’s degree,Business Analyst,small,14-Oct,We use ML methods for generating insights (but do not put working models into production),84999.5,0,0,1,0,1,1,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1741,1741,32.0,Female,United States of America,Doctoral degree,Data Scientist,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",112499.5,1,1,1,1,0,0,0,0,1,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Python,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,1743,32.0,Male,United States of America,Bachelor’s degree,Data Engineer,small,2-Jan,No (we do not use ML methods),112499.5,0,0,0,1,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1745,1745,57.0,Male,United States of America,Doctoral degree,Research Scientist,small,4-Mar,We are exploring ML methods (and may one day put a model into production),64999.5,1,1,0,0,0,0,0,0,0,0,0,0,"Advanced statistical software (SPSS, SAS, etc.)",< 1 years,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1753,1753,27.0,Male,United States of America,Bachelor’s degree,Other,small,4-Mar,No (we do not use ML methods),54999.5,0,1,0,0,0,0,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1754,1754,52.0,Male,United States of America,Bachelor’s degree,Product/Project Manager,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",174999.5,0,1,0,0,0,0,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",5-10 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1756,1756,47.0,Male,United States of America,Bachelor’s degree,Software Engineer,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",112499.5,0,0,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",20+ years,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,SQL,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1761,1761,32.0,Male,United States of America,Master’s degree,Data Scientist,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",174999.5,0,0,0,1,0,1,0,0,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,1764,42.0,Male,United States of America,Master’s degree,Data Scientist,small,15-19,"We have well established ML methods (i.e., models in production for more than 2 years)",274999.5,0,0,0,0,0,0,0,0,0,1,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",20+ years,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Python,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1769,1769,47.0,Male,United States of America,Bachelor’s degree,Software Engineer,medium,0,"We have well established ML methods (i.e., models in production for more than 2 years)",112499.5,1,1,0,0,0,1,0,0,0,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",20+ years,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1770,1770,42.0,Male,United States of America,Professional degree,Data Scientist,small,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",224999.5,1,1,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1771,1771,47.0,Male,United States of America,Bachelor’s degree,Software Engineer,small,4-Mar,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,0,0,0,0,0,1,0,0,0,0,0,0,"Advanced statistical software (SPSS, SAS, etc.)",20+ years,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,Python,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1780,1780,52.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,small,4-Mar,No (we do not use ML methods),84999.5,1,1,0,0,0,1,1,0,0,0,0,0,Other,3-5 years,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1781,1781,32.0,Male,United States of America,Doctoral degree,Data Scientist,large,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)",112499.5,0,0,0,0,0,0,0,0,1,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Python,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,1783,32.0,Male,United States of America,Bachelor’s degree,Data Analyst,large,20+,We use ML methods for generating insights (but do not put working models into production),224999.5,1,1,1,1,0,1,0,0,0,1,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1-2 years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1785,1785,64.5,Male,United States of America,Doctoral degree,Research Scientist,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",224999.5,0,0,0,0,0,0,0,0,0,0,1,0,Other,20+ years,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1802,1802,52.0,Male,United States of America,Doctoral degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,0,1,0,0,0,0,0,0,0,1,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,Python,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1806,1806,52.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Other,small,2-Jan,No (we do not use ML methods),74999.5,0,1,1,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1808,1808,37.0,Male,United States of America,Master’s degree,Product/Project Manager,small,0,No (we do not use ML methods),74999.5,0,1,1,1,0,0,0,1,1,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1-2 years,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Python,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
