,id,salaryusd,country,primarydatabase,yearswiththisdatabase,employmentstatus,jobtitle,managestaff,yearswiththistypeofjob,otherpeopleonyourteam,education,educationiscomputerrelated,certifications,hoursworkedperweek,telecommutedaysperweek,employmentsector,region
1100,1106,74000.0,United States,Oracle,12.0,Full time employee,DBA,Yes,12.0,None,Associates (2 years),Yes,"No, I never have",50.0,"None, or less than 1 day per week",Government,North America
1101,1107,107000.0,United States,Microsoft SQL Server,19.0,Full time employee,DBA,No,29.0,None,Bachelors (4 years),Yes,"No, I never have",50.0,"None, or less than 1 day per week",Private business,North America
1102,1108,91400.0,United States,Microsoft SQL Server,8.0,Full time employee,Developer,No,20.0,1,None (no degree completed),,"No, I never have",40.0,5 or more,Private business,North America
1103,1109,85000.0,United States,Microsoft SQL Server,11.0,Full time employee,Developer,No,20.0,3,Masters,Yes,"Yes, but they expired",40.0,1,Private business,North America
1104,1110,92000.0,United States,Microsoft SQL Server,11.0,Full time employee,Analyst,No,11.0,4,Bachelors (4 years),Yes,"No, I never have",40.0,5 or more,Private business,North America
1105,1111,113000.0,United States,Microsoft SQL Server,17.0,Full time employee,Developer,No,14.0,None,Associates (2 years),No,"Yes, but they expired",45.0,1,Private business,North America
1106,1112,112000.0,United States,Microsoft SQL Server,2.0,Full time employee,DBA,No,25.0,None,Bachelors (4 years),Yes,"Yes, but they expired",45.0,2,Private business,North America
1107,1113,105000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,2.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
1108,1114,72000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,12.0,1,Bachelors (4 years),No,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,North America
1109,1115,92000.0,United States,Microsoft SQL Server,4.0,Full time employee,Architect,Yes,1.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Government,North America
1110,1116,100000.0,United States,Microsoft SQL Server,7.0,Full time employee,DBA,No,4.0,2,Masters,Yes,"No, I never have",50.0,1,Private business,North America
1111,1117,127500.0,United States,Microsoft SQL Server,17.0,Full time employee,DBA,Yes,2.0,None,None (no degree completed),,"No, I never have",48.0,4,Private business,North America
1112,1119,110000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,4.0,3,Masters,Yes,"No, I never have",45.0,2,Private business,North America
1113,1120,125000.0,United States,Microsoft SQL Server,16.0,Full time employee,DBA,No,8.0,4,Associates (2 years),Yes,"No, I never have",40.0,2,Private business,North America
1114,1121,72000.0,United States,Microsoft SQL Server,15.0,Full time employee,Developer,No,15.0,1,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
1115,1122,110000.0,United States,Oracle,15.0,Full time employee,DBA,No,12.0,3,Bachelors (4 years),Yes,"Yes, and they're currently valid",45.0,3,Private business,North America
1116,1123,65000.0,United States,Microsoft SQL Server,3.0,Full time employee,Manager,No,1.0,None,None (no degree completed),,"No, I never have",35.0,"None, or less than 1 day per week",Private business,North America
1117,1124,135000.0,United States,Microsoft SQL Server,4.0,Full time employee,Architect,Yes,9.0,1,Masters,Yes,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,North America
1118,1125,65000.0,United States,Microsoft SQL Server,1.0,Full time employee,Developer,No,1.0,More than 5,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
1119,1126,121000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,9.0,1,Bachelors (4 years),Yes,"No, I never have",50.0,2,Private business,North America
1120,1127,88000.0,United States,Microsoft SQL Server,6.0,Full time employee,Analyst,No,1.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",50.0,1,Private business,North America
1121,1128,103000.0,United States,Microsoft SQL Server,7.0,Full time employee,Architect,No,2.0,2,Bachelors (4 years),Yes,"No, I never have",45.0,1,Private business,North America
1122,1129,162000.0,United States,Microsoft SQL Server,25.0,Full time employee,Manager,Yes,20.0,None,Masters,Yes,"Yes, but they expired",45.0,"None, or less than 1 day per week",Private business,North America
1123,1130,74000.0,United States,Microsoft SQL Server,8.0,Full time employee,Architect,No,1.0,1,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
1124,1131,73000.0,United States,Microsoft SQL Server,3.0,Full time employee,Developer,No,0.0,1,Masters,No,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
1125,1132,115000.0,United States,Microsoft SQL Server,14.0,Full time employee,Developer,No,18.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
1126,1133,110000.0,United States,Microsoft SQL Server,16.0,Full time employee,DBA,No,16.0,None,Bachelors (4 years),No,"Yes, but they expired",47.0,1,Private business,North America
1127,1134,90000.0,United States,Microsoft SQL Server,6.0,Full time employee,Engineer,No,6.0,3,Bachelors (4 years),Yes,"No, I never have",45.0,1,Private business,North America
1128,1135,80000.0,United States,Microsoft SQL Server,11.0,Full time employee,DBA,No,8.0,None,None (no degree completed),,"No, I never have",40.0,1,Private business,North America
1129,1136,92425.0,United States,Microsoft SQL Server,16.0,Full time employee,Manager,Yes,12.0,None,None (no degree completed),,"Yes, but they expired",60.0,2,Private business,North America
1130,1137,80000.0,United States,Microsoft SQL Server,17.0,Full time employee,DBA,No,17.0,None,Bachelors (4 years),Yes,"Yes, but they expired",50.0,"None, or less than 1 day per week",Private business,North America
1131,1138,156000.0,United States,Microsoft SQL Server,18.0,Full time employee,Architect,No,4.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
1132,1139,110000.0,United States,Microsoft SQL Server,10.0,Full time employee,Developer,Yes,10.0,None,Bachelors (4 years),Yes,"Yes, but they expired",60.0,"None, or less than 1 day per week",Private business,North America
1133,1140,98000.0,United States,Microsoft SQL Server,16.0,Full time employee,Developer,No,16.0,More than 5,None (no degree completed),,"No, I never have",40.0,5 or more,Private business,North America
1134,1141,105000.0,United States,Microsoft SQL Server,15.0,Full time employee,Developer,No,12.0,None,Bachelors (4 years),Yes,"Yes, but they expired",50.0,1,Private business,North America
1135,1142,78000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,No,3.0,None,None (no degree completed),,"Yes, and they're currently valid",42.0,"None, or less than 1 day per week",Private business,North America
1136,1143,108000.0,United States,Microsoft SQL Server,11.0,Full time employee,DBA,No,1.0,4,Bachelors (4 years),No,"Yes, but they expired",45.0,"None, or less than 1 day per week",Private business,North America
1137,1144,135000.0,United States,Microsoft SQL Server,18.0,Full time employee,DBA,No,18.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,1,Private business,North America
1138,1145,95000.0,United States,Microsoft SQL Server,6.0,Full time employee,Developer,No,5.0,1,Bachelors (4 years),No,"No, I never have",50.0,"None, or less than 1 day per week",Private business,North America
1139,1146,88000.0,United States,Microsoft SQL Server,5.0,Full time employee,DBA,No,5.0,5,Bachelors (4 years),No,"No, I never have",50.0,2,Private business,North America
1140,1147,86000.0,United States,Microsoft SQL Server,16.0,Full time employee,Architect,No,11.0,None,Bachelors (4 years),Yes,"No, I never have",50.0,"None, or less than 1 day per week",Private business,North America
1141,1148,95000.0,United States,SAP,10.0,Full time employee,Architect,Yes,23.0,3,Masters,Yes,"Yes, and they're currently valid",55.0,"None, or less than 1 day per week",Government,North America
1142,1149,111500.0,United States,Microsoft SQL Server,6.0,Full time employee,DBA,No,6.0,1,Bachelors (4 years),No,"No, I never have",50.0,2,Private business,North America
1143,1150,95500.0,United States,Microsoft SQL Server,18.0,Full time employee,Manager,Yes,10.0,None,None (no degree completed),,"No, I never have",50.0,"None, or less than 1 day per week",Private business,North America
1144,1151,195000.0,United States,Microsoft SQL Server,12.0,Full time employee,DBA,No,3.0,4,Associates (2 years),No,"Yes, and they're currently valid",45.0,1,Private business,North America
1145,1152,125000.0,United States,Microsoft SQL Server,20.0,Full time employee,Developer,No,20.0,More than 5,Associates (2 years),No,"No, I never have",40.0,2,Private business,North America
1146,1153,103000.0,United States,Microsoft SQL Server,18.0,Full time employee,Developer,Yes,8.0,1,Bachelors (4 years),No,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,North America
1147,1154,92000.0,United States,Oracle,1.0,Full time employee,DBA,No,1.0,None,Bachelors (4 years),Yes,"No, I never have",45.0,"None, or less than 1 day per week",Government,North America
1148,1155,105000.0,United States,Microsoft SQL Server,8.0,Full time employee,Analyst,No,4.0,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",60.0,1,Private business,North America
1149,1156,220000.0,United States,Microsoft SQL Server,10.0,Full time employee,Manager,Yes,2.0,None,None (no degree completed),,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
1150,1157,73000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,4.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
1151,1158,121500.0,United States,Microsoft SQL Server,16.0,Full time employee,Architect,No,2.0,5,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,4,Private business,North America
1152,1159,82000.0,United States,Microsoft SQL Server,5.0,Full time employee,Developer,No,3.0,3,None (no degree completed),,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
1153,1160,109000.0,United States,DB2,15.0,Full time employee,DBA,No,17.0,3,Bachelors (4 years),Yes,"No, I never have",45.0,1,Private business,North America
1154,1161,91484.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,35.0,None,Associates (2 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Government,North America
1155,1162,60000.0,United States,Microsoft SQL Server,1.0,Full time employee,DBA,No,1.0,2,Bachelors (4 years),No,"No, I never have",50.0,5 or more,Private business,North America
1156,1163,130000.0,United States,Microsoft SQL Server,20.0,Full time employee,Architect,No,10.0,None,Masters,Yes,"No, I never have",50.0,"None, or less than 1 day per week",Private business,North America
1157,1164,60000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,14.0,None,Bachelors (4 years),Yes,"No, I never have",39.0,"None, or less than 1 day per week",Government,North America
1158,1165,176000.0,United States,Microsoft SQL Server,17.0,Full time employee,DBA,No,15.0,1,Masters,Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
1159,1166,129000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,15.0,More than 5,Masters,Yes,"Yes, and they're currently valid",48.0,5 or more,Private business,North America
1160,1167,135000.0,United States,Microsoft SQL Server,13.0,Full time employee,DBA,No,5.0,4,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,2,Private business,North America
1161,1168,100400.0,United States,Microsoft SQL Server,11.0,Full time employee,DBA,No,3.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",45.0,1,Private business,North America
1162,1169,134000.0,United States,Microsoft SQL Server,20.0,Full time employee,Developer,No,20.0,1,None (no degree completed),,"No, I never have",55.0,"None, or less than 1 day per week",Private business,North America
1163,1170,86000.0,United States,Microsoft SQL Server,15.0,Full time employee,Manager,Yes,16.0,5,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
1164,1171,73757.0,United States,Microsoft SQL Server,5.0,Full time employee,DBA,No,5.0,More than 5,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
1165,1172,104000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,3.0,None,None (no degree completed),,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,North America
1166,1173,100000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,No,2.0,None,Bachelors (4 years),No,"Yes, but they expired",55.0,3,Private business,North America
1167,1174,86000.0,United States,Microsoft SQL Server,5.0,Full time employee,Developer,No,3.0,3,Bachelors (4 years),Yes,"Yes, and they're currently valid",45.0,2,Private business,North America
1168,1175,104000.0,United States,Microsoft SQL Server,6.0,Full time employee,Manager,Yes,3.0,None,Bachelors (4 years),No,"No, I never have",40.0,1,Private business,North America
